Country,CountryFull,InsuranceID,MarketingConsent,MarketingConsentStartDate,LoyaltyConsent,LoyaltyConsentStartDate,ThirdPartyConsent,ThirdPartyConsentStartDate
CA,Canada,60194438,YES,2016-11-16,YES,2016-01-26,NO,1900-01-01
HU,Hungary,9100259,YES,2016-09-17,YES,2016-10-18,YES,2017-07-27
NZ,New Zealand,71467136,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
FR,France,95924857,YES,2017-02-26,YES,2017-05-22,YES,2016-02-29
IT,Italy,51248715,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
PT,Portugal,84535920,NO,1900-01-01,YES,2017-05-27,YES,2016-01-28
NZ,New Zealand,80256760,YES,2016-09-10,NO,1900-01-01,YES,2017-07-05
CY,Cyprus (Greek),19856752,YES,2016-04-07,YES,2017-06-21,NO,1900-01-01
CY,Cyprus (Anglicized),34543172,YES,2016-07-14,YES,2016-04-14,YES,2016-09-19
IS,Iceland,77962473,NO,1900-01-01,NO,1900-01-01,YES,2017-04-23
SE,Sweden,24842272,NO,1900-01-01,YES,2016-06-22,YES,2016-05-01
CZ,Czech Republic,18270071,YES,2016-10-10,YES,2017-05-05,YES,2017-06-27
AU,Australia,32541380,NO,1900-01-01,YES,2016-12-11,YES,2016-04-21
GB,United Kingdom,91405856,NO,1900-01-01,NO,1900-01-01,YES,2016-04-28
CY,Cyprus (Greek),54077995,YES,2016-12-16,NO,1900-01-01,NO,1900-01-01
GB,United Kingdom,91976926,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NO,Norway,72576841,NO,1900-01-01,NO,1900-01-01,YES,2016-09-05
AU,Australia,76617437,YES,2016-03-28,NO,1900-01-01,NO,1900-01-01
ZA,South Africa,11416838,NO,1900-01-01,YES,2016-07-21,YES,2016-07-13
FR,France,36326687,NO,1900-01-01,YES,2016-11-29,NO,1900-01-01
EE,Estonia,41833035,YES,2016-11-07,YES,2016-12-13,YES,2016-02-25
PT,Portugal,24806464,YES,2016-02-18,NO,1900-01-01,NO,1900-01-01
IS,Iceland,32726261,NO,1900-01-01,YES,2017-07-26,NO,1900-01-01
CY,Cyprus (Anglicized),12166872,YES,2017-06-29,NO,1900-01-01,YES,2017-06-18
CH,Switzerland,4669432,NO,1900-01-01,YES,2017-01-05,YES,2016-10-02
SI,Slovenia,36123365,YES,2016-04-12,YES,2016-04-07,NO,1900-01-01
NZ,New Zealand,46951817,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
TN,Tunisia,96801540,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NO,Norway,53106821,YES,2016-06-13,YES,2016-05-29,YES,2016-07-28
DK,Denmark,4373206,YES,2017-01-10,YES,2016-05-26,YES,2017-01-05
UY,Uruguay,41950002,YES,2016-07-12,NO,1900-01-01,NO,1900-01-01
NL,Netherlands,61652667,NO,1900-01-01,YES,2017-05-09,NO,1900-01-01
IS,Iceland,28617154,YES,2016-01-09,YES,2017-01-13,YES,2016-01-21
DK,Denmark,37812203,YES,2016-04-27,NO,1900-01-01,YES,2016-07-01
ES,Spain,69560677,YES,2016-12-12,NO,1900-01-01,YES,2017-06-03
PL,Poland,30803878,NO,1900-01-01,YES,2017-03-10,YES,2017-01-01
CZ,Czech Republic,45395002,NO,1900-01-01,YES,2016-05-24,YES,2017-05-22
IT,Italy,7206304,YES,2016-01-14,NO,1900-01-01,NO,1900-01-01
GL,Greenland,25067928,YES,2016-10-22,NO,1900-01-01,YES,2016-12-08
UY,Uruguay,58499878,YES,2016-09-27,NO,1900-01-01,NO,1900-01-01
FI,Finland,74706218,NO,1900-01-01,YES,2017-06-17,YES,2016-10-24
HU,Hungary,44003373,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
AU,Australia,77948628,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
BE,Belgium,26582172,NO,1900-01-01,YES,2016-08-21,NO,1900-01-01
GL,Greenland,55456181,NO,1900-01-01,YES,2017-02-27,YES,2016-01-26
NL,Netherlands,10258308,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
DK,Denmark,32264217,NO,1900-01-01,YES,2016-12-12,YES,2016-07-03
AT,Austria,29746759,YES,2016-09-05,NO,1900-01-01,YES,2016-08-04
EE,Estonia,38834498,NO,1900-01-01,YES,2016-10-22,YES,2016-08-13
GB,United Kingdom,62098125,NO,1900-01-01,YES,2016-08-18,NO,1900-01-01
GB,United Kingdom,57599032,YES,2017-06-22,YES,2016-05-04,NO,1900-01-01
US,United States,40381462,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
ES,Spain,87345980,NO,1900-01-01,YES,2017-04-27,YES,2016-06-13
ZA,South Africa,15934410,YES,2016-02-26,NO,1900-01-01,NO,1900-01-01
AT,Austria,37123206,NO,1900-01-01,YES,2016-12-30,YES,2017-01-28
TN,Tunisia,30809089,YES,2016-12-21,YES,2017-05-09,YES,2016-06-07
GB,United Kingdom,74159900,YES,2016-08-30,YES,2017-05-18,YES,2017-04-16
BR,Brazil,42568324,YES,2016-08-16,YES,2016-09-17,YES,2016-06-08
DK,Denmark,14212263,YES,2016-08-28,YES,2017-06-03,NO,1900-01-01
UY,Uruguay,69902208,YES,2016-11-30,YES,2017-02-14,NO,1900-01-01
GB,United Kingdom,84558796,NO,1900-01-01,NO,1900-01-01,YES,2017-07-23
CA,Canada,73444859,NO,1900-01-01,NO,1900-01-01,YES,2017-06-20
SI,Slovenia,47895247,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
SE,Sweden,54238938,YES,2016-01-13,YES,2016-04-16,NO,1900-01-01
FR,France,57540201,NO,1900-01-01,YES,2016-01-25,NO,1900-01-01
PT,Portugal,65177772,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
IS,Iceland,3333754,YES,2017-01-13,NO,1900-01-01,NO,1900-01-01
CA,Canada,19850779,YES,2016-01-18,YES,2017-02-14,NO,1900-01-01
EE,Estonia,18947368,YES,2016-06-23,YES,2017-07-31,NO,1900-01-01
GL,Greenland,77403426,NO,1900-01-01,YES,2016-11-06,YES,2017-05-25
DE,Germany,94498128,NO,1900-01-01,NO,1900-01-01,YES,2016-06-17
AU,Australia,90445475,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
GB,United Kingdom,69759271,NO,1900-01-01,YES,2017-05-09,NO,1900-01-01
UY,Uruguay,79252740,NO,1900-01-01,YES,2016-11-12,YES,2016-04-07
NZ,New Zealand,86087522,NO,1900-01-01,NO,1900-01-01,YES,2016-10-18
DE,Germany,56833826,NO,1900-01-01,NO,1900-01-01,YES,2017-06-17
DE,Germany,60590801,YES,2017-07-24,NO,1900-01-01,YES,2016-04-14
NZ,New Zealand,96509408,YES,2017-05-30,YES,2016-11-18,YES,2017-06-15
ZA,South Africa,74857026,YES,2017-04-16,YES,2017-02-11,YES,2016-03-09
AT,Austria,5635221,NO,1900-01-01,NO,1900-01-01,YES,2017-05-01
IS,Iceland,44788691,YES,2017-04-19,YES,2016-12-12,NO,1900-01-01
PT,Portugal,67556399,YES,2016-08-20,NO,1900-01-01,NO,1900-01-01
HU,Hungary,41137555,NO,1900-01-01,YES,2016-07-17,NO,1900-01-01
AU,Australia,95839099,NO,1900-01-01,YES,2016-10-08,YES,2016-12-26
TN,Tunisia,9204654,NO,1900-01-01,NO,1900-01-01,YES,2016-10-07
BE,Belgium,17870950,NO,1900-01-01,NO,1900-01-01,YES,2017-01-22
UY,Uruguay,48056129,YES,2016-03-30,YES,2016-09-29,NO,1900-01-01
AT,Austria,25547455,YES,2017-04-28,YES,2017-06-30,YES,2016-10-06
EE,Estonia,73004297,YES,2017-07-23,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Greek),42850404,NO,1900-01-01,NO,1900-01-01,YES,2017-02-03
GB,United Kingdom,5146768,NO,1900-01-01,NO,1900-01-01,YES,2016-10-23
ZA,South Africa,14752832,NO,1900-01-01,NO,1900-01-01,YES,2017-05-12
HU,Hungary,32517739,YES,2016-02-25,NO,1900-01-01,NO,1900-01-01
IT,Italy,37551601,YES,2016-12-29,NO,1900-01-01,YES,2016-06-01
SE,Sweden,53934389,NO,1900-01-01,YES,2016-03-08,NO,1900-01-01
DE,Germany,9028361,YES,2016-08-30,NO,1900-01-01,YES,2016-11-06
HU,Hungary,23849918,NO,1900-01-01,NO,1900-01-01,YES,2017-01-06
FR,France,51884832,NO,1900-01-01,NO,1900-01-01,YES,2017-07-07
NL,Netherlands,63076402,NO,1900-01-01,YES,2016-12-21,NO,1900-01-01
CY,Cyprus (Greek),89719515,NO,1900-01-01,YES,2016-12-19,NO,1900-01-01
IS,Iceland,61237891,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
PL,Poland,75860974,NO,1900-01-01,YES,2016-12-31,YES,2017-05-12
PL,Poland,52019841,NO,1900-01-01,YES,2016-09-22,NO,1900-01-01
DK,Denmark,33138080,NO,1900-01-01,YES,2016-06-07,YES,2016-09-27
DK,Denmark,99484120,YES,2016-05-07,YES,2016-03-10,NO,1900-01-01
FI,Finland,66926229,NO,1900-01-01,NO,1900-01-01,YES,2016-09-17
DE,Germany,66658682,NO,1900-01-01,YES,2017-02-07,NO,1900-01-01
AU,Australia,31570536,YES,2017-03-23,YES,2017-04-11,NO,1900-01-01
US,United States,67455120,YES,2017-03-01,YES,2016-12-30,NO,1900-01-01
FI,Finland,91205005,NO,1900-01-01,YES,2016-02-12,YES,2016-03-01
DE,Germany,87398133,NO,1900-01-01,NO,1900-01-01,YES,2017-05-04
PT,Portugal,22842212,YES,2017-01-26,YES,2016-03-22,NO,1900-01-01
ES,Spain,41654623,YES,2017-07-25,NO,1900-01-01,YES,2016-11-05
US,United States,27571625,NO,1900-01-01,NO,1900-01-01,YES,2017-02-17
GB,United Kingdom,98891565,NO,1900-01-01,YES,2016-01-18,YES,2017-06-26
ES,Spain,95204864,NO,1900-01-01,YES,2016-07-03,NO,1900-01-01
NO,Norway,16065083,YES,2017-01-08,NO,1900-01-01,YES,2017-04-26
CH,Switzerland,20673359,YES,2016-02-13,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Anglicized),83266912,YES,2016-08-03,NO,1900-01-01,YES,2016-01-25
FR,France,84001624,NO,1900-01-01,YES,2016-02-11,YES,2017-04-13
SI,Slovenia,13229319,NO,1900-01-01,NO,1900-01-01,YES,2017-05-11
FI,Finland,50610431,YES,2016-03-25,NO,1900-01-01,YES,2016-12-02
CZ,Czech Republic,19474429,YES,2017-07-20,YES,2017-03-26,YES,2016-03-10
AU,Australia,26894764,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
IT,Italy,25882773,YES,2017-07-30,YES,2016-10-21,YES,2016-08-24
IT,Italy,93542587,YES,2016-11-24,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Greek),26978618,YES,2017-01-10,YES,2016-12-26,NO,1900-01-01
CZ,Czech Republic,25358017,NO,1900-01-01,YES,2016-06-14,YES,2017-07-15
NL,Netherlands,37030741,YES,2017-06-29,NO,1900-01-01,NO,1900-01-01
US,United States,13436448,YES,2016-05-19,YES,2017-06-22,NO,1900-01-01
AT,Austria,55331096,YES,2016-12-28,YES,2017-04-07,YES,2016-08-24
SE,Sweden,98495646,YES,2016-05-24,NO,1900-01-01,YES,2016-10-29
NO,Norway,79023195,NO,1900-01-01,NO,1900-01-01,YES,2017-02-25
NL,Netherlands,57036693,YES,2016-08-28,YES,2016-07-10,YES,2016-04-17
NL,Netherlands,84209510,NO,1900-01-01,YES,2016-01-21,NO,1900-01-01
CZ,Czech Republic,20861843,YES,2016-09-02,NO,1900-01-01,YES,2017-06-01
ES,Spain,30720463,NO,1900-01-01,NO,1900-01-01,YES,2016-06-15
FI,Finland,61101772,NO,1900-01-01,YES,2016-09-01,YES,2016-06-24
AT,Austria,96426370,YES,2016-05-19,YES,2016-04-19,YES,2017-07-08
PT,Portugal,85593236,YES,2017-05-31,NO,1900-01-01,YES,2017-05-21
NZ,New Zealand,50295417,YES,2016-04-10,NO,1900-01-01,YES,2016-01-02
ZA,South Africa,86481763,YES,2016-08-25,NO,1900-01-01,NO,1900-01-01
DK,Denmark,8764452,YES,2016-04-23,NO,1900-01-01,YES,2017-04-18
ES,Spain,85863101,NO,1900-01-01,YES,2016-07-30,NO,1900-01-01
AU,Australia,79049308,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
ES,Spain,37378244,NO,1900-01-01,NO,1900-01-01,YES,2016-07-22
EE,Estonia,95604252,YES,2016-01-22,NO,1900-01-01,YES,2017-05-27
CZ,Czech Republic,13127604,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NZ,New Zealand,67380998,YES,2016-03-31,NO,1900-01-01,YES,2016-02-03
CY,Cyprus (Greek),74250434,NO,1900-01-01,YES,2016-05-16,NO,1900-01-01
UY,Uruguay,571299,YES,2016-03-15,NO,1900-01-01,YES,2016-03-18
CY,Cyprus (Greek),80725882,YES,2017-07-08,NO,1900-01-01,NO,1900-01-01
SE,Sweden,93080513,NO,1900-01-01,NO,1900-01-01,YES,2016-07-20
TN,Tunisia,37265986,YES,2017-06-02,NO,1900-01-01,YES,2016-10-04
DE,Germany,77813207,NO,1900-01-01,YES,2016-04-14,NO,1900-01-01
IT,Italy,55295119,YES,2016-04-02,YES,2016-06-19,NO,1900-01-01
CZ,Czech Republic,74599132,YES,2017-02-08,YES,2017-04-28,NO,1900-01-01
SI,Slovenia,61844015,NO,1900-01-01,NO,1900-01-01,YES,2017-01-29
CY,Cyprus (Greek),57206554,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CH,Switzerland,59184213,YES,2016-03-19,NO,1900-01-01,YES,2016-08-14
PL,Poland,46427789,YES,2017-07-15,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Greek),92330398,NO,1900-01-01,YES,2017-03-20,YES,2016-12-19
DK,Denmark,92095880,YES,2017-03-07,YES,2016-02-10,YES,2016-01-04
TN,Tunisia,97508078,NO,1900-01-01,NO,1900-01-01,YES,2017-07-13
CA,Canada,72221217,NO,1900-01-01,NO,1900-01-01,YES,2016-07-01
SE,Sweden,22928117,YES,2017-05-28,YES,2016-01-26,NO,1900-01-01
SE,Sweden,65718776,NO,1900-01-01,NO,1900-01-01,YES,2016-05-29
PL,Poland,60854853,YES,2017-07-16,YES,2016-09-26,YES,2016-02-13
SE,Sweden,91347891,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CH,Switzerland,28261983,YES,2016-02-19,NO,1900-01-01,NO,1900-01-01
TN,Tunisia,13135882,YES,2016-03-27,YES,2016-07-31,NO,1900-01-01
BR,Brazil,30125618,NO,1900-01-01,NO,1900-01-01,YES,2016-02-08
TN,Tunisia,56264023,YES,2016-03-10,NO,1900-01-01,YES,2016-06-04
HU,Hungary,89701970,NO,1900-01-01,NO,1900-01-01,YES,2016-01-06
GL,Greenland,77550967,NO,1900-01-01,NO,1900-01-01,YES,2016-06-16
UY,Uruguay,40759139,NO,1900-01-01,NO,1900-01-01,YES,2016-02-08
BE,Belgium,54942533,YES,2016-01-23,NO,1900-01-01,NO,1900-01-01
NL,Netherlands,62888556,YES,2016-11-03,NO,1900-01-01,NO,1900-01-01
FI,Finland,57228515,NO,1900-01-01,NO,1900-01-01,YES,2017-01-14
FI,Finland,72213140,YES,2017-01-28,NO,1900-01-01,YES,2016-02-10
NL,Netherlands,97091931,YES,2016-09-07,YES,2016-04-05,NO,1900-01-01
SE,Sweden,22263252,YES,2017-02-11,YES,2016-09-20,NO,1900-01-01
NO,Norway,26259799,YES,2017-02-06,YES,2016-08-27,YES,2017-06-26
UY,Uruguay,98998461,YES,2016-04-25,NO,1900-01-01,NO,1900-01-01
CH,Switzerland,96255882,NO,1900-01-01,YES,2016-09-04,YES,2016-12-28
BR,Brazil,24681139,NO,1900-01-01,YES,2016-09-07,YES,2017-02-05
GL,Greenland,25335627,YES,2016-09-10,NO,1900-01-01,YES,2017-04-18
NO,Norway,68119767,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
ES,Spain,14461850,YES,2016-07-30,NO,1900-01-01,NO,1900-01-01
GB,United Kingdom,19830048,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
FI,Finland,65449211,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NL,Netherlands,97187028,YES,2016-10-18,YES,2016-10-25,YES,2017-01-09
UY,Uruguay,72757328,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CA,Canada,10969540,NO,1900-01-01,NO,1900-01-01,YES,2017-04-06
UY,Uruguay,84885055,YES,2016-01-07,NO,1900-01-01,NO,1900-01-01
AT,Austria,3107504,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
EE,Estonia,75017034,YES,2016-02-20,NO,1900-01-01,NO,1900-01-01
GB,United Kingdom,64530242,YES,2017-04-12,NO,1900-01-01,NO,1900-01-01
CZ,Czech Republic,42248869,YES,2016-02-04,NO,1900-01-01,NO,1900-01-01
HU,Hungary,23862222,NO,1900-01-01,NO,1900-01-01,YES,2016-02-16
EE,Estonia,83420816,YES,2017-07-16,NO,1900-01-01,NO,1900-01-01
AU,Australia,11681035,YES,2016-11-19,YES,2016-07-14,YES,2016-10-05
US,United States,70577736,NO,1900-01-01,NO,1900-01-01,YES,2016-10-18
NO,Norway,35345178,NO,1900-01-01,YES,2017-04-01,YES,2016-05-08
NO,Norway,52838971,YES,2016-05-02,YES,2017-05-21,NO,1900-01-01
BE,Belgium,85308268,YES,2016-04-18,NO,1900-01-01,NO,1900-01-01
IS,Iceland,20982476,NO,1900-01-01,YES,2017-03-07,YES,2017-02-15
BR,Brazil,207796,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Anglicized),45492172,YES,2016-07-19,YES,2017-07-18,NO,1900-01-01
DE,Germany,38844528,YES,2017-07-07,NO,1900-01-01,YES,2017-01-05
ZA,South Africa,64750931,NO,1900-01-01,NO,1900-01-01,YES,2017-06-14
CA,Canada,16079812,NO,1900-01-01,YES,2016-07-16,NO,1900-01-01
CZ,Czech Republic,66477688,YES,2017-05-07,NO,1900-01-01,NO,1900-01-01
FR,France,80811333,YES,2016-03-18,YES,2017-03-08,YES,2016-04-27
DK,Denmark,48270893,NO,1900-01-01,NO,1900-01-01,YES,2017-01-03
EE,Estonia,91128950,YES,2016-03-24,NO,1900-01-01,YES,2017-07-14
TN,Tunisia,51329112,NO,1900-01-01,YES,2016-07-18,NO,1900-01-01
DK,Denmark,20387530,YES,2017-03-07,NO,1900-01-01,NO,1900-01-01
ZA,South Africa,59899697,NO,1900-01-01,YES,2016-11-08,YES,2017-04-14
CY,Cyprus (Greek),16660645,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
AU,Australia,65063147,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
BE,Belgium,91774987,YES,2016-01-09,YES,2017-07-27,YES,2016-12-19
IT,Italy,59972094,YES,2017-02-14,YES,2016-08-03,YES,2016-08-09
PL,Poland,58221052,NO,1900-01-01,NO,1900-01-01,YES,2016-09-12
TN,Tunisia,4997369,NO,1900-01-01,YES,2017-07-15,NO,1900-01-01
ZA,South Africa,84392607,YES,2016-05-27,NO,1900-01-01,NO,1900-01-01
SE,Sweden,14995035,YES,2016-10-28,YES,2017-07-26,NO,1900-01-01
BR,Brazil,65390257,YES,2016-09-04,NO,1900-01-01,NO,1900-01-01
ZA,South Africa,25266022,YES,2016-07-25,YES,2016-01-15,NO,1900-01-01
IT,Italy,64743477,YES,2016-06-11,NO,1900-01-01,YES,2016-05-23
IT,Italy,57927147,NO,1900-01-01,NO,1900-01-01,YES,2016-08-24
ZA,South Africa,54978387,NO,1900-01-01,YES,2016-02-15,NO,1900-01-01
DK,Denmark,72602459,YES,2016-09-06,NO,1900-01-01,NO,1900-01-01
FR,France,94890325,YES,2016-10-02,YES,2016-01-24,NO,1900-01-01
NL,Netherlands,50029119,YES,2016-01-16,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Greek),31871384,YES,2016-03-21,NO,1900-01-01,NO,1900-01-01
GL,Greenland,70315514,YES,2016-11-09,YES,2016-04-08,YES,2017-05-25
TN,Tunisia,32417257,NO,1900-01-01,NO,1900-01-01,YES,2017-07-12
PL,Poland,52944690,NO,1900-01-01,NO,1900-01-01,YES,2016-06-30
AU,Australia,98146412,YES,2017-01-18,NO,1900-01-01,NO,1900-01-01
SE,Sweden,2193769,NO,1900-01-01,YES,2016-12-16,YES,2016-04-19
PL,Poland,65513264,YES,2016-02-21,NO,1900-01-01,NO,1900-01-01
DK,Denmark,79846910,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NL,Netherlands,23140740,YES,2017-06-21,NO,1900-01-01,NO,1900-01-01
EE,Estonia,20441039,YES,2016-01-17,YES,2016-05-08,YES,2016-03-16
CY,Cyprus (Greek),51371444,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Greek),37815708,YES,2016-04-03,YES,2017-06-24,NO,1900-01-01
AU,Australia,25489896,NO,1900-01-01,NO,1900-01-01,YES,2016-11-22
DE,Germany,45251782,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
IS,Iceland,75665110,NO,1900-01-01,NO,1900-01-01,YES,2016-12-15
ES,Spain,74331922,NO,1900-01-01,YES,2016-07-29,YES,2017-05-16
NO,Norway,40846648,YES,2017-02-24,NO,1900-01-01,NO,1900-01-01
EE,Estonia,43558215,YES,2017-03-11,NO,1900-01-01,NO,1900-01-01
IT,Italy,28677638,NO,1900-01-01,NO,1900-01-01,YES,2016-09-25
IS,Iceland,86834211,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
FI,Finland,8644154,NO,1900-01-01,YES,2017-06-13,NO,1900-01-01
CY,Cyprus (Anglicized),38465402,NO,1900-01-01,NO,1900-01-01,YES,2017-04-20
SI,Slovenia,70909022,NO,1900-01-01,YES,2016-12-05,NO,1900-01-01
IT,Italy,15807239,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
BE,Belgium,13541836,NO,1900-01-01,NO,1900-01-01,YES,2016-12-19
ES,Spain,27456800,NO,1900-01-01,YES,2016-10-05,NO,1900-01-01
SE,Sweden,56124401,YES,2016-04-27,NO,1900-01-01,YES,2016-12-02
NZ,New Zealand,7966032,NO,1900-01-01,YES,2016-01-15,YES,2017-07-15
PL,Poland,21627575,NO,1900-01-01,YES,2017-03-08,NO,1900-01-01
BE,Belgium,183291,YES,2016-02-26,NO,1900-01-01,NO,1900-01-01
CA,Canada,84222933,NO,1900-01-01,YES,2017-06-12,NO,1900-01-01
NZ,New Zealand,49985352,YES,2017-01-01,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Anglicized),75574421,YES,2016-07-20,NO,1900-01-01,YES,2016-05-28
DE,Germany,53858754,YES,2016-01-27,YES,2017-01-06,NO,1900-01-01
SI,Slovenia,9631954,YES,2016-11-27,NO,1900-01-01,YES,2017-06-20
CY,Cyprus (Greek),62196790,NO,1900-01-01,YES,2016-07-26,YES,2017-06-22
UY,Uruguay,76245273,YES,2016-02-24,YES,2016-07-16,NO,1900-01-01
SE,Sweden,64033379,YES,2016-12-04,NO,1900-01-01,NO,1900-01-01
BR,Brazil,69650833,YES,2016-10-03,NO,1900-01-01,NO,1900-01-01
NZ,New Zealand,78821178,YES,2016-10-29,NO,1900-01-01,YES,2017-03-10
CH,Switzerland,46992996,YES,2016-11-23,NO,1900-01-01,YES,2016-07-23
UY,Uruguay,17149873,NO,1900-01-01,YES,2016-01-23,NO,1900-01-01
EE,Estonia,29779333,NO,1900-01-01,YES,2016-08-16,YES,2017-01-18
UY,Uruguay,20251674,YES,2017-06-25,NO,1900-01-01,NO,1900-01-01
CZ,Czech Republic,16252823,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
ZA,South Africa,18117095,YES,2016-11-23,YES,2016-09-13,NO,1900-01-01
NZ,New Zealand,35328294,NO,1900-01-01,YES,2017-04-28,NO,1900-01-01
AT,Austria,55720147,YES,2016-01-02,NO,1900-01-01,YES,2016-06-14
CY,Cyprus (Greek),52427754,YES,2017-01-16,YES,2016-01-17,NO,1900-01-01
BE,Belgium,72376346,YES,2016-10-17,YES,2016-02-04,NO,1900-01-01
SE,Sweden,99228045,NO,1900-01-01,YES,2017-05-23,YES,2016-10-30
SE,Sweden,89730358,YES,2016-01-18,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Anglicized),93251546,YES,2016-08-26,YES,2016-08-15,YES,2017-04-10
PL,Poland,23784099,YES,2017-05-18,YES,2017-04-05,YES,2016-06-29
SE,Sweden,20811105,NO,1900-01-01,YES,2017-02-28,NO,1900-01-01
GB,United Kingdom,52676897,YES,2016-11-24,NO,1900-01-01,YES,2017-06-16
PT,Portugal,72318305,NO,1900-01-01,NO,1900-01-01,YES,2017-01-28
CA,Canada,14606781,NO,1900-01-01,YES,2016-07-28,NO,1900-01-01
US,United States,66871202,YES,2017-06-06,NO,1900-01-01,NO,1900-01-01
NL,Netherlands,62464407,NO,1900-01-01,YES,2016-09-15,NO,1900-01-01
AT,Austria,52396261,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
UY,Uruguay,43080073,NO,1900-01-01,YES,2017-03-07,NO,1900-01-01
ES,Spain,33141574,YES,2017-07-02,YES,2016-12-23,YES,2017-01-24
CY,Cyprus (Anglicized),1841028,YES,2016-01-14,NO,1900-01-01,YES,2017-02-19
ZA,South Africa,62830840,YES,2016-05-01,YES,2016-03-28,NO,1900-01-01
DE,Germany,18818870,YES,2016-11-18,YES,2016-09-28,YES,2016-07-08
EE,Estonia,51391788,YES,2016-06-08,NO,1900-01-01,NO,1900-01-01
BE,Belgium,48449923,YES,2016-05-30,YES,2016-04-24,NO,1900-01-01
FR,France,53220303,NO,1900-01-01,YES,2017-07-22,YES,2016-04-08
PL,Poland,64360068,NO,1900-01-01,YES,2017-03-09,NO,1900-01-01
UY,Uruguay,5182098,YES,2017-01-14,NO,1900-01-01,YES,2016-02-06
BR,Brazil,99718776,NO,1900-01-01,YES,2016-03-20,NO,1900-01-01
DE,Germany,97073107,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
SE,Sweden,80904477,YES,2016-04-21,NO,1900-01-01,NO,1900-01-01
AU,Australia,95106634,YES,2016-03-06,NO,1900-01-01,YES,2017-07-06
SE,Sweden,20009832,NO,1900-01-01,YES,2016-05-14,YES,2016-08-11
IT,Italy,23340476,YES,2016-10-09,YES,2016-12-07,NO,1900-01-01
BE,Belgium,9128896,YES,2016-09-27,YES,2016-01-13,YES,2016-09-26
NZ,New Zealand,28102337,NO,1900-01-01,YES,2016-07-08,YES,2017-07-27
AU,Australia,11051947,YES,2017-03-23,YES,2017-07-05,NO,1900-01-01
NZ,New Zealand,51720448,NO,1900-01-01,YES,2017-04-21,NO,1900-01-01
DE,Germany,34209566,YES,2016-12-18,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Greek),22052403,YES,2016-08-26,YES,2017-03-23,YES,2016-10-04
IS,Iceland,30348745,NO,1900-01-01,NO,1900-01-01,YES,2017-05-18
NL,Netherlands,63020218,YES,2016-05-15,YES,2016-11-03,NO,1900-01-01
CA,Canada,42606799,YES,2016-06-18,NO,1900-01-01,YES,2016-08-10
ZA,South Africa,14258159,NO,1900-01-01,YES,2016-11-09,NO,1900-01-01
UY,Uruguay,26371726,NO,1900-01-01,YES,2016-11-16,NO,1900-01-01
PT,Portugal,95402152,NO,1900-01-01,YES,2016-11-12,YES,2017-04-28
UY,Uruguay,76867717,NO,1900-01-01,YES,2016-12-07,YES,2016-02-13
CY,Cyprus (Anglicized),8209013,NO,1900-01-01,YES,2017-01-24,YES,2016-10-14
CH,Switzerland,36283859,YES,2017-03-22,YES,2017-03-19,YES,2016-04-30
